Account|DocYYMM|SalesTax|Taxable|NonTax|Exempt
1000071|2411|1757.1700|29286.3100|.0000|.0000
1000175|2501|14.3300|238.8600|.0000|.0000
CASH|2303|3198.3000|53634.0500|29296.0900|333.5500
1000086|2405|9.9600|166.0000|.0000|.0000
JIMMYJENK|2008|1494.9700|24916.1800|.0000|.0000
1000267|2503|45.2400|753.9800|.0000|.0000
1000191|2506|2.8800|48.0000|.0000|.0000
99999999|2402|275.8800|45791.5800|.0000|41193.5000
1000083|2412|20.0800|334.6900|.0000|.0000
1000286|2111|359.4700|5991.1100|.0000|.0000
JOEASHLEY|2104|24.5500|409.1900|.0000|.0000
1000182|2111|.0000|27.9600|.0000|27.9600
1000169|2309|50.3300|839.0100|.0000|.0000
1000108|2308|3.4100|56.8100|.0000|.0000
1000039|2508|36.0900|601.4200|.0000|.0000
BRYANHORN|2201|6.7800|113.0400|.0000|.0000
1000199|2210|.0000|661.6200|.0000|661.6200
10000111|2310|25.9000|431.8600|.0000|.0000
1000199|2404|.0000|788.6300|.0000|788.6300
1000077|2304|145.0900|2418.6100|.0000|.0000
1000226|2509|4.2200|70.5300|.0000|.0000
1000158|2309|2.8800|47.9400|.0000|.0000
1000039|2510|3.0400|50.7000|.0000|.0000
1000051|2307|48.2100|803.5100|.0000|.0000
1000197|2512|9.4000|156.6200|.0000|.0000
1000106|2110|117.6000|1960.0500|.0000|.0000
1000180|2211|1.4800|24.6900|.0000|.0000
|2003|.0000|.0000|.0000|.0000
1000160|2311|2164.9100|36081.8800|.0000|.0000
KELLYHAR|2107|215.4800|3591.4000|.0000|.0000
1000267|2506|66.0100|1099.9100|.0000|.0000
1000222|2605|.9200|15.2600|.0000|.0000
1000155|2601|10.1300|168.7800|.0000|.0000
1000232|2504|39.7600|662.9700|.0000|.0000
1000154|2409|-1189.9600|49.7200|.0000|.0000
1000123|2108|3989.6000|66493.1800|.0000|.0000
1000166|2209|3.1400|52.2200|.0000|.0000
1000105|2312|-6467.6900|2616.4600|.0000|2585.5600
1000188|2308|597.0600|9951.0400|.0000|.0000
1000123|2211|1.1400|19.0700|.0000|.0000
|2106|.0000|.0000|.0000|.0000
HARRYOWEN|2212|10.3700|172.8300|.0000|.0000
1000081|2207|1841.7300|30695.5200|.0000|.0000
1000089|2401|.9400|15.6300|.0000|.0000
1000108|2309|2.1200|35.4500|.0000|.0000
1000175|2303|38.3100|638.7000|.0000|.0000
HILBERT|2407|33.1700|552.8900|.0000|.0000
1000083|2201|11.9400|199.0600|.0000|.0000
1000211|2310|776.2200|12937.1200|.0000|.0000
1000102|2405|.0000|6497.0600|.0000|6497.0600
10000111|2209|4.0100|66.7600|.0000|.0000
1000191|2411|36.0100|599.9300|.0000|.0000
1000122|2203|27.0000|449.9300|.0000|.0000
1000158|2308|7.7400|129.0600|.0000|.0000
1000077|2307|110.3900|1840.0700|.0000|.0000
1000169|2306|38.1700|636.1100|.0000|.0000
1000164|2410|.3700|6.2300|.0000|.0000
1000059|2311|60.3500|1005.8900|.0000|.0000
1000071|2403|131.9400|2199.1300|.0000|.0000
1000117|2502|.5200|8.6200|.0000|.0000
1000133|2111|73.8000|1230.0500|.0000|.0000
1000084|2009|479.8400|7997.7500|.0000|.0000
1000178|2401|.9700|16.2100|.0000|.0000
1000240|2407|.6700|11.3500|.0000|.0000
KELLYHAR|2012|-7.7400|-129.0600|.0000|.0000
1000016|2404|72.3800|1206.4500|.0000|.0000
1000118|2501|3.7300|62.2700|.0000|.0000
CASH|2011|1474.7000|26078.2300|.0000|1500.0000
TIMMARTIN|2105|466.7700|7779.4600|.0000|.0000
1000018|2307|2.8900|48.1300|.0000|.0000
1000135|2310|.0000|11.6200|.0000|11.6200
1000150|2305|8748.0300|145800.8400|.0000|.0000
1000107|2305|6.9400|115.6500|.0000|.0000
1000161|2305|173.1400|2885.5900|.0000|.0000
1000013|2405|12.4100|206.9200|.0000|.0000
JENKINSESS|2112|2446.6300|40777.1700|.0000|.0000
1000258|2409|-359.1900|47.5500|.0000|.0000
CRAIGW|2012|486.6100|8110.1900|.0000|.0000
1000200|2108|1366.1600|22769.2000|.0000|.0000
1000083|2106|36.5500|608.9900|.0000|.0000
1000031|2312|5.7300|95.4000|.0000|.0000
1000103|2012|475.8900|7931.3200|.0000|.0000
1000150|2307|572.7500|9545.8100|.0000|.0000
1000221|2507|.1700|2.9100|.0000|.0000
1000142|2012|690.2100|11503.5000|.0000|.0000
1000210|2205|458.0800|7634.7100|.0000|.0000
1000003|2312|-3634.3600|23.4800|.0000|.0000
1000068|2409|15.5100|258.2200|.0000|.0000
1000173|2301|44.0900|734.5500|.0000|.0000
1000246|2507|83.0800|1384.6700|.0000|.0000
1000260|2503|1.4300|23.7800|.0000|.0000
1000184|2209|1536.3900|25606.3000|.0000|.0000
1000183|2306|920.1500|15335.8000|.0000|.0000
JOEP|2204|1.6000|26.5900|.0000|.0000
1000099|2601|2.4300|40.4400|.0000|.0000
1000098|2208|23.8600|397.4800|.0000|.0000
HAYESTHOM|2011|23.2200|387.0000|.0000|.0000
1000226|2410|8.4500|140.9800|.0000|.0000
1000109|2410|155.3100|2588.2400|.0000|.0000
1000242|2405|180.3600|3006.0100|.0000|.0000
HARLONM|2203|1078.9800|17982.8700|.0000|.0000
1000084|2102|28.2600|471.0000|.0000|.0000
1000098|2202|7.1000|118.1300|.0000|.0000
BRIANBASH|2104|20.4700|341.1300|.0000|.0000
1000173|2402|2.7600|45.8900|.0000|.0000
1000158|2306|44.3300|738.7500|.0000|.0000
1000068|2603|.0000|76.0300|.0000|76.0300
1000105|2103|3.1200|51.9600|.0000|.0000
HILBERT|2502|8.6700|144.4800|.0000|.0000
1000093|2204|52.3500|872.4900|.0000|.0000
1000186|2601|3.0800|51.2600|.0000|.0000
1000099|2412|12.4700|207.8400|.0000|.0000
1000218|2312|4.1500|69.2300|.0000|.0000
1000107|2407|2.8400|47.3500|.0000|.0000
1000117|2509|48.0200|800.1700|.0000|.0000
1000016|2503|12.0100|200.0400|.0000|.0000
1000093|2503|32.9100|548.4600|.0000|.0000
1000196|2303|65.0000|1083.2700|.0000|.0000
1000117|2405|25.0000|416.6100|.0000|.0000
1000013|2404|10.6300|177.2600|.0000|.0000
1000106|2008|7.4200|123.6200|.0000|.0000
1000048|2406|6.4800|107.1800|.0000|.0000
1000119|2308|572.4100|9540.3000|.0000|.0000
1000094|2504|60.5700|1009.5200|.0000|.0000
1000095|2602|.9100|15.2000|.0000|.0000
1000197|2409|111.5100|1858.3200|.0000|.0000
1000274|2502|10.7200|178.8400|.0000|.0000
100041|2201|6.9200|115.2800|.0000|.0000
1000084|2303|138.8200|2313.6900|1150.0000|.0000
1000184|2208|2931.6600|48861.2300|.0000|.0000
1000043|2408|-3089.2900|.0000|.0000|.0000
1000090|2212|6052.4100|100873.6400|1300.0000|.0000
1000118|2104|333.1800|5553.1700|.0000|.0000
HAYESTHOM|2109|97.9800|1632.9400|.0000|.0000
1000108|2012|501.8000|8363.4200|.0000|.0000
1000141|2502|6.7100|111.9000|.0000|.0000
JEFFYATES|2205|172.5100|2875.1900|.0000|.0000
EDCECIL|2104|34.3400|572.2500|.0000|.0000
1000124|2312|26.4800|441.2200|25.0000|.0000
1000076|2502|.0000|34.7600|.0000|34.7600
10000111|2212|5.3300|88.8000|.0000|.0000
1000089|2204|2.1700|36.1900|.0000|.0000
CURTISW|2201|56.8000|946.7400|.0000|.0000
1000141|2305|30.9700|516.3700|.0000|.0000
1000109|2308|57.4300|957.2700|.0000|.0000
1000241|2405|3518.1400|58635.5300|.0000|.0000
1000086|2501|3.8400|63.8800|.0000|.0000
1000100|2511|29.4100|490.2100|.0000|.0000
1000184|2312|-3756.5600|.0000|.0000|.0000
1000099|2311|3.8000|63.3300|.0000|.0000
1000005|2602|.0000|157.4600|.0000|157.4600
JOEASHLEY|2012|19.5900|326.4400|.0000|.0000
1000200|2204|585.4600|9757.4400|250.0000|.0000
1000083|2312|41.5100|691.6700|.0000|.0000
BRYANHOWEY|2207|1.4100|23.5300|.0000|.0000
1000080|2301|-2605.3900|160.1300|.0000|.0000
|2308|.0000|.0000|.0000|.0000
1000170|2304|.9500|15.7800|.0000|.0000
1000034|2405|.2800|4.6800|.0000|.0000
1000098|2210|14.9000|247.8500|.0000|.0000
1000073|2402|2.2500|37.4900|.0000|.0000
1000102|2207|.0000|21190.1900|.0000|21190.1900
1000005|2310|.0000|365.8100|.0000|365.8100
1000191|2302|7.5700|126.2700|.0000|.0000
KHICONST|2304|17.9600|299.3700|.0000|.0000
1000098|2404|29.8700|498.1600|.0000|.0000
1000222|2505|.8200|13.7400|.0000|.0000
1000161|2008|65.5000|1091.6600|.0000|.0000
CURTISW|2010|3588.0100|59799.8700|.0000|.0000
1000115|2204|.0000|751.7200|.0000|751.7200
1000180|2111|2435.1000|40584.3200|.0000|.0000
1000028|2409|47.0500|784.0100|-40.1800|.0000
1000208|2207|7.9800|132.9900|.0000|.0000
WEAVER|2102|-3302.3700|.0000|3350.0000|.0000
1000191|2209|3267.4400|54457.5900|.0000|.0000
1000008|2411|.0000|114.9300|.0000|114.9300
1000283|2512|6.6000|110.0300|.0000|.0000
1000253|2412|46.8300|780.5300|.0000|.0000
1000092|2306|78.3200|1305.3600|.0000|.0000
1000046|2402|84.1100|1401.5800|.0000|.0000
1000201|2107|1.2500|20.8900|.0000|.0000
1000175|2512|11.2100|187.0500|.0000|.0000
JOHNLOHDEN|2011|12.2600|204.3700|.0000|.0000
EDCECIL|2101|614.0000|10233.4600|1444.0000|.0000
1000077|2205|20.6900|345.0100|.0000|.0000
1000086|2412|103.9400|1732.4000|.0000|.0000
1000201|2109|1.9900|33.1900|.0000|.0000
|2309|.0000|.0000|.0000|.0000
TYLERGREEN|2301|-1225.1200|.0000|.0000|.0000
1000095|2304|.2000|3.4000|.0000|.0000
1000089|2209|5.2100|86.8000|.0000|.0000
1000155|2212|102.8600|1714.6100|.0000|.0000
1000073|2407|18.6400|310.6700|.0000|.0000
100041|2207|3.7300|62.2300|.0000|.0000
TIMLOHDEN|2110|.9800|16.3500|.0000|.0000
1000197|2110|5.6800|94.6700|.0000|.0000
1000281|2501|791.8300|13197.0800|.0000|.0000
1000119|2112|678.2600|11304.3900|.0000|.0000
1000105|2105|2980.5400|49675.7900|.0000|.0000
1000034|2404|1.1600|19.2300|.0000|.0000
1000161|2405|40.3300|672.1600|.0000|.0000
100041|2506|.0000|.0000|.0000|.0000
ARONP|2107|25.7600|429.9800|.0000|.0000
1000116|2606|.0000|44.7800|.0000|44.7800
1000137|2206|50.1300|835.5600|.0000|.0000
1000085|2306|1.5000|25.0000|.0000|.0000
1000199|2606|.0000|95.3400|.0000|95.3400
JOHNLOHDEN|2010|185.5900|3093.1000|.0000|.0000
CURTISW|2007|513.8200|8563.5800|.0000|.0000
1000032|2603|.0000|33.5700|.0000|33.5700
1000083|2508|10.1500|169.3800|.0000|.0000
1000186|2201|2.6500|44.1500|.0000|.0000
10000111|2301|3.0300|50.5100|.0000|.0000
1000137|2203|4.2500|70.7700|.0000|.0000
1000199|2308|.0000|560.6600|.0000|560.6600
|2605|.0000|.0000|.0000|.0000
1000074|2204|1.1700|19.4700|.0000|.0000
1000062|2504|15.7000|261.7600|-26.1800|.0000
1000020|2312|3.5600|59.1700|.0000|.0000
1000087|2411|1.2400|20.7400|.0000|.0000
SIDEBOTTOM|2002|.0000|.0000|.0000|.0000
1000227|2409|-1848.7400|781.2300|.0000|.0000
1000039|2412|7.7400|129.1800|.0000|.0000
1000170|2505|2.1000|35.0100|.0000|.0000
1000059|2508|61.5600|1026.2700|.0000|.0000
IS-CASH|2308|371.4300|6190.5500|.0000|.0000
1000110|2302|1.2200|20.4000|.0000|.0000
1000088|2404|74.7400|1245.5800|.0000|.0000
NATHANIELB|2011|293.1000|4885.0000|.0000|.0000
1000220|2005|190.5400|3175.7500|.0000|.0000
1000190|2003|228.6300|3810.5500|.0000|.0000
HILBERT|2501|20.7500|345.7800|.0000|.0000
1000239|2411|9.4800|157.9800|.0000|.0000
1000175|2407|15.8000|263.6400|.0000|.0000
ARONP|2109|35.6400|594.3900|.0000|.0000
1000117|2305|222.5900|3709.8400|.0000|.0000
MICHAELING|2303|2.3100|38.4800|.0000|.0000
1000167|2507|4.0000|66.5900|.0000|.0000
1000137|2304|92.8300|1547.1400|.0000|.0000
1000176|2408|498.7000|8311.6700|.0000|.0000
1000148|2304|735.6800|12261.4600|.0000|.0000
1000184|2211|876.5400|14609.0100|2650.0000|.0000
1000215|2409|.0000|333.7400|.0000|333.7400
1000155|2310|205.8500|3430.5600|.0000|.0000
1000044|2312|-1472.8400|2887.4100|.0000|475.5300
JOEASHLEY|2205|95.1700|1586.2200|.0000|.0000
1000141|2307|4.4600|74.3300|.0000|.0000
CRAIGW|2203|1.6200|26.9300|.0000|.0000
1000171|2204|189.8400|3164.0600|.0000|.0000
1000054|2502|2.9700|49.4600|.0000|.0000
1000211|2111|11.9300|198.9000|1320.0000|.0000
1000045|2402|.8000|13.3400|.0000|.0000
1000119|2106|2229.9500|37165.6800|.0000|.0000
1000067|2402|1584.1400|26402.4000|.0000|.0000
1000083|2510|26.7600|446.2300|.0000|.0000
1000170|2508|3.2700|54.4200|.0000|.0000
1000079|2108|.3200|5.2700|.0000|.0000
1000127|2008|444.7500|7412.3900|.0000|.0000
1000031|2403|8.5700|142.9900|.0000|.0000
1000095|2411|.6600|11.1000|.0000|.0000
1000009|2303|301.5700|5026.2900|.0000|.0000
1000222|2511|2.9400|48.8700|.0000|.0000
1000039|2606|2.3500|39.1100|.0000|.0000
1000090|2311|.0000|.0000|.0000|.0000
1000188|2311|4.6100|76.8600|.0000|.0000
1000116|2205|.0000|195.7900|.0000|195.7900
1000129|2111|157.0700|2617.7600|.0000|.0000
1000154|2303|.5500|9.1100|.0000|.0000
1000197|2511|16.9000|281.6400|.0000|.0000
1000199|2207|.0000|505.7100|.0000|505.7100
1000177|2401|2.7700|46.2300|.0000|.0000
1000180|2212|753.0800|12551.4400|.0000|.0000
HAYESTHOM|2106|10.7400|179.0000|.0000|.0000
1000094|2106|318.4900|5308.1500|.0000|.0000
1000124|2403|118.4500|1974.4000|.0000|.0000
1000191|2108|2.7700|46.1100|.0000|.0000
1000095|2512|.3600|6.0100|.0000|.0000
CASH|2204|29809.6300|496823.7800|-184.1300|.0000
1000122|2102|27.8600|464.3900|.0000|.0000
1000104|2402|18.2400|303.9400|.0000|.0000
1000208|2606|.6000|9.9700|.0000|.0000
CASH|2003|290.3200|4838.7900|.0000|.0000
1000123|2209|1.3800|22.9400|.0000|.0000
1000186|2511|1.1500|19.2400|.0000|.0000
1000059|2606|3.1300|52.2300|.0000|.0000
1000057|2408|2.3600|39.7700|.0000|.0000
1000142|2109|11.4200|190.3900|.0000|.0000
1000210|2511|17.1100|285.0900|.0000|.0000
1000141|2206|49.6100|827.1500|.0000|.0000
BRYANHOWEY|2107|.1400|2.3400|.0000|.0000
1000129|2504|7.2700|121.1500|.0000|.0000
HAYESTHOM|2104|56.9300|948.8700|.0000|.0000
1000087|2408|55.9500|932.4900|.0000|.0000
1000059|2505|34.4700|574.5000|.0000|.0000
1000178|2304|5.1300|85.4300|.0000|.0000
1000110|2012|5.4200|90.3000|.0000|.0000
1000180|2209|69.8800|1164.7000|.0000|.0000
TODD MCMA|2012|854.8500|14247.5500|.0000|.0000
LOWELL|2301|52.8000|879.9700|.0000|.0000
1000098|2402|6.9200|115.3000|.0000|.0000
1000173|2309|33.5900|560.0400|.0000|.0000
HAYESTHOM|2203|7.6400|127.3400|.0000|.0000
1000147|2308|30.4100|506.7900|.0000|.0000
1000084|2204|5.8900|98.3000|.0000|.0000
ZACHHILL|2107|.6700|11.2400|.0000|.0000
MAUPINCONS|2007|884.4600|14741.0100|.0000|.0000
1000083|2212|5.5100|91.8400|.0000|.0000
1000161|2306|35.9600|599.4000|.0000|.0000
CRAIGW|2011|23.6300|393.8400|.0000|.0000
1000191|2210|53.5500|892.4400|.0000|.0000
1000212|2112|.0000|14272.4200|.0000|14272.4200
1000244|2406|19.7300|328.8300|.0000|.0000
10000201|2206|-274.4200|593.6400|.0000|.0000
1000156|2201|.0000|3955.2200|.0000|3955.2200
1000141|2405|31.3800|523.1000|.0000|.0000
1000199|2602|.0000|283.3700|.0000|283.3700
1000191|2404|2398.6000|39976.5900|.0000|.0000
1000210|2204|591.8400|9863.9700|.0000|.0000
1000167|2201|12.3500|205.8500|.0000|.0000
LOWELL|2210|316.4000|5273.4000|.0000|.0000
1000150|2308|580.0500|9667.3900|.0000|.0000
JOEP|2010|460.7900|7679.8500|.0000|.0000
1000193|2407|19.5400|325.7900|.0000|.0000
1000109|2207|78.3600|1306.2200|.0000|.0000
99999999|2412|.0000|23.5200|.0000|23.5200
1000028|2306|39.4100|656.7600|-65.6900|.0000
1000089|2501|17.6500|294.1300|.0000|.0000
1000244|2407|1.9900|33.2400|.0000|.0000
1000123|2204|8.3900|139.9400|.0000|.0000
ANDYTANNER|2301|31.6600|527.6600|.0000|.0000
1000044|2406|8.2100|136.9300|.0000|.0000
1000161|2309|182.4800|3041.5500|.0000|.0000
1000039|2308|18.2900|349.4800|.0000|44.6200
1000095|2404|.3000|4.9800|.0000|.0000
HAYESTHOM|2012|163.5300|2725.4900|.0000|.0000
1000082|2110|2.4400|40.7000|.0000|.0000
1000124|2212|63.9100|1065.2800|.0000|.0000
1000098|2209|13.7300|228.6800|.0000|.0000
1000169|2303|969.1000|16151.3700|.0000|.0000
1000124|2102|13.2600|221.0200|.0000|.0000
1000005|2211|.0000|2179.7400|.0000|2179.7400
LOWELL|2410|16.1400|269.0400|.0000|.0000
1000062|2508|22.4500|374.2100|-37.4200|.0000
1000173|2308|29.8000|496.6500|.0000|.0000
1000196|2510|4.6500|77.5100|.0000|.0000
1000164|2212|2.1100|35.1400|.0000|.0000
1000199|2412|.0000|841.4300|.0000|841.4300
1000116|2202|.0000|199.8400|.0000|199.8400
1000167|2308|95.3100|1588.3700|.0000|.0000
1000046|2407|80.7900|1346.2000|.0000|.0000
ANDYTANNER|2204|.4800|8.0000|.0000|.0000
1000089|2310|2.1900|36.5000|.0000|.0000
1000098|2405|7.3500|122.5300|.0000|.0000
1000188|2503|1420.3800|23673.0900|.0000|.0000
1000124|2206|118.0000|1966.3200|.0000|.0000
1000048|2606|.1000|1.6900|.0000|.0000
1000210|2201|17.5600|292.6900|.0000|.0000
1000222|2409|4.2300|70.5900|.0000|.0000
ESSEXCON|2105|302.7100|5045.2600|.0000|.0000
1000109|2407|53.4400|890.7400|.0000|.0000
1000137|2409|1.2700|21.1100|.0000|.0000
1000028|2408|26.7700|446.1400|-44.6100|.0000
TYLERGREEN|2211|15.0400|250.7600|.0000|.0000
DARRELLMOR|2111|49.3600|822.7000|.0000|.0000
1000067|2405|1.4900|24.9100|.0000|.0000
1000275|2503|1.2900|21.5500|.0000|.0000
1000290|2601|.5200|8.6700|.0000|.0000
1000171|2505|18.1700|302.7900|.0000|.0000
1000177|2312|-2034.5500|57.1500|.0000|.0000
1000210|2406|685.3200|11530.8300|.0000|108.7000
1000099|2511|1.0800|18.0300|.0000|.0000
NATHANIELB|2301|.5400|8.9200|.0000|.0000
1000043|2307|.4800|7.9300|.0000|.0000
1000106|2306|380.4600|6341.4300|.0000|.0000
1000117|2506|12.8200|213.6900|.0000|.0000
1000076|2301|.0000|10.9900|.0000|10.9900
1000159|2411|.6400|10.5900|.0000|.0000
1000164|2102|3089.2900|51488.2500|.0000|.0000
1000210|2306|850.8300|14209.6400|.0000|29.3700
1000083|2603|19.3900|323.1900|.0000|.0000
1000109|2110|59.4200|990.4500|.0000|.0000
HAYESTHOM|2112|16.4200|273.7400|.0000|.0000
SSCHOEN|2106|.2100|3.5800|.0000|.0000
KHICONST|2307|9.6900|161.5100|.0000|.0000
1000039|2408|14.4900|241.6300|.0000|.0000
1000062|2309|19.0000|316.6900|-31.6700|.0000
1000233|2405|.1600|2.7100|.0000|.0000
1000093|2410|773.8300|12897.2800|.0000|.0000
1000156|2308|.0000|1512.4700|.0000|1512.4700
1000100|2211|22.8200|380.3400|.0000|.0000
1000210|2309|502.2600|8467.3200|350.0000|96.4000
ICON|2010|43.4400|724.0500|35.0000|.0000
1000098|2105|20.8100|346.8200|.0000|.0000
1000210|2412|2.4900|57.5400|.0000|15.9000
TIMMARTIN|2012|586.6800|9777.9100|.0000|.0000
PRECISION|2103|666.8400|11113.9700|.0000|.0000
1000199|2201|.0000|34.1700|.0000|34.1700
1000170|2403|1.2600|20.9600|.0000|.0000
1000050|2310|5.3700|89.2700|.0000|.0000
1000109|2406|61.8000|1030.0600|.0000|.0000
1000164|2302|155.2000|2586.5700|.0000|.0000
1000057|2406|1.1600|19.3200|.0000|.0000
1000182|2210|.0000|97.4800|.0000|97.4800
1000117|2503|11.3400|189.0500|.0000|.0000
1000188|2005|47.1900|786.5500|.0000|.0000
1000091|2009|810.9900|13516.3700|.0000|.0000
1000095|2305|.1000|1.7000|.0000|.0000
1000114|2303|.0000|137.3400|.0000|137.3400
1000102|2201|311.9500|5199.3500|.0000|.0000
1000142|2105|68.7100|1145.1500|.0000|.0000
1000163|2205|2.6900|44.9100|.0000|.0000
CASH|2508|2350.4900|39279.6300|-289.8800|108.6900
1000134|2101|12.4500|207.4400|.0000|.0000
TYLERGREEN|2210|2353.3600|39222.9100|300.0000|.0000
1000123|2201|23.7200|395.2600|-36.4300|.0000
1000152|2205|1.6100|26.8800|.0000|.0000
1000084|2203|45.7900|762.8600|.0000|.0000
1000286|2105|19.1400|319.0000|.0000|.0000
STEVENB|2211|942.9300|15715.2800|.0000|.0000
1000267|2412|23.0500|384.1000|.0000|.0000
1000167|2202|26.6000|443.3400|.0000|.0000
1000170|2308|2.4000|40.0600|.0000|.0000
IS-CASH|2508|9.9700|166.1300|.0000|.0000
1000191|2403|406.2300|6770.3100|.0000|.0000
1000177|2207|.0000|.0000|11063.8800|.0000
10000111|2402|5.2300|87.2200|.0000|.0000
1000031|2507|9.5900|159.8300|.0000|.0000
1000156|2202|.0000|1362.9000|.0000|1362.9000
FASHIONF|2301|.6700|11.1000|.0000|.0000
10000111|2410|.4700|7.8700|.0000|.0000
1000165|2409|5.6000|93.7500|.0000|.0000
1000161|2006|249.4400|4157.4100|.0000|.0000
1000181|2408|-1014.1200|204.4200|.0000|.0000
1000170|2205|121.9700|2032.7500|.0000|.0000
1000208|2407|366.4900|6108.1800|.0000|.0000
1000098|2107|2.9800|49.7000|.0000|.0000
1000119|2011|102.1600|1702.6100|.0000|.0000
1000082|2304|12.8900|215.1500|.0000|.0000
1000222|2406|6.9900|116.3500|.0000|.0000
TIMMARTIN|2007|61.3400|1022.3400|.0000|.0000
1000098|2109|18.0700|301.0500|.0000|.0000
1000089|2307|252.3800|4206.5300|.0000|.0000
1000003|2302|83.0800|1384.7300|.0000|.0000
MICHAELING|2503|1.6000|26.6700|.0000|.0000
ART|2005|17.3400|288.9600|.0000|.0000
1000013|2305|4.7100|78.4700|.0000|.0000
CASH|2402|2583.2700|43051.8600|-207.4800|.0000
1000171|2010|34.8400|580.7400|.0000|.0000
1000186|2501|7.2100|120.2700|.0000|.0000
1000081|2205|132.5000|2208.3300|.0000|.0000
1000198|2301|7.4700|124.4500|.0000|.0000
1000161|2004|114.0400|1900.7100|.0000|.0000
1000199|2211|.0000|795.4000|.0000|795.4000
1000273|2508|13.7600|229.3900|-22.9400|.0000
1000124|2107|936.7400|50184.2900|.0000|.0000
1000083|2207|9.5800|159.7300|.0000|.0000
JEFFYATES|2204|82.7100|1378.4200|.0000|.0000
1000019|2312|2085.2600|34754.1700|.0000|.0000
1000077|2203|37.6600|627.5400|.0000|.0000
1000118|2412|26.6400|443.9400|.0000|.0000
1000150|2006|590.1300|9835.0700|1350.0000|.0000
1000077|2305|142.5200|2375.5200|.0000|.0000
1000159|2502|.8800|14.6400|.0000|.0000
1000110|2206|71.5800|1192.8700|.0000|.0000
AUSTINOLD|2208|395.4100|23690.3400|.0000|.0000
1000188|2410|352.0900|5868.1000|.0000|.0000
1000208|2309|5.0900|84.9300|.0000|.0000
1000129|2012|7160.9300|119349.1900|4912.2500|.0000
1000153|2302|1161.2800|19354.4400|.0000|.0000
ALLNATIONS|2111|.0000|292.2000|.0000|292.2000
1000178|2503|1.7900|29.8800|.0000|.0000
JEFFYATES|2008|140.3700|2339.5400|.0000|.0000
1000046|2503|120.0000|2036.8900|.0000|.0000
1000031|2504|20.0200|333.7000|.0000|.0000
1000032|2507|.0000|41.6700|.0000|41.6700
1000026|2403|2.5700|42.8500|.0000|.0000
1000083|2107|15.1400|252.3600|.0000|.0000
EDCECIL|2012|58.0300|967.1400|.0000|.0000
1000041|2506|389.1000|6485.2400|.0000|.0000
1000180|2312|-14307.8000|19757.8900|59080.0000|.0000
1000179|2305|1.2300|20.4900|.0000|.0000
1000201|2411|12.9400|215.7400|.0000|.0000
TTCONSTRUC|2009|344.3200|5738.5000|75.0000|.0000
1000218|2504|4.9400|82.4700|.0000|.0000
1000109|2505|14.1400|235.4500|.0000|.0000
1000127|2010|51.5200|858.6600|.0000|.0000
1000284|2209|128.9900|2149.9600|.0000|.0000
|2508|.0000|.0000|.0000|.0000
1000098|2301|12.5800|209.9000|.0000|.0000
BARRHOMEST|2009|1393.1500|23219.1500|.0000|.0000
1000020|2305|.1300|2.2000|.0000|.0000
1000181|2510|.7400|12.3200|.0000|.0000
1000278|2501|9.1900|153.0200|.0000|.0000
1000083|2202|6.1200|101.9700|.0000|.0000
1000210|2308|287.1300|4785.4800|.0000|.0000
1000175|2202|17.7500|295.9900|.0000|.0000
1000137|2205|52.5300|875.4700|.0000|.0000
BTHOMPSON|2106|.0000|30.4500|.0000|30.4500
1000193|2305|75.2300|1253.8400|.0000|.0000
1000135|2208|.0000|5.2700|.0000|5.2700
1000095|2301|1.1800|19.6100|.0000|.0000
1000164|2408|438.6900|7311.4400|.0000|.0000
1000095|2410|.9500|15.8800|.0000|.0000
ARONP|2110|24.6400|410.8700|.0000|.0000
1000103|2006|217.6400|3627.2300|.0000|.0000
1000100|2501|54.4000|906.4000|.0000|.0000
10000111|2312|18.0600|300.7000|.0000|.0000
1000083|2208|14.7000|245.1400|.0000|.0000
1000199|2301|.0000|185.1300|.0000|185.1300
1000008|2408|.0000|216.5500|.0000|216.5500
1000051|2308|22.0200|366.9900|.0000|.0000
1000097|2306|.0000|.0000|.0000|.0000
1000099|2606|.6100|10.1400|.0000|.0000
1000113|2202|7.2500|120.8000|.0000|.0000
KELLYHAR|2009|584.8000|9746.5600|.0000|.0000
|2311|.0000|.0000|.0000|.0000
1000112|2406|.0000|5505.4300|.0000|5505.4300
KATEC|2303|21.2400|353.9800|.0000|.0000
1000081|2307|2.0700|34.4400|.0000|.0000
MAUPINCONS|2004|44.0000|733.2800|.0000|.0000
1000166|2307|1.8000|29.9700|.0000|.0000
1000193|2304|11.0800|184.7700|.0000|.0000
1000107|2201|1.3700|22.9000|.0000|.0000
1000020|2304|.5600|9.3700|.0000|.0000
1000144|2310|167.5300|2791.9800|.0000|.0000
1000281|2508|15.6900|261.4300|.0000|.0000
1000181|2511|.9000|15.0300|.0000|.0000
1000021|2305|.6000|9.9900|.0000|.0000
1000067|2401|638.7700|10646.0800|.0000|.0000
10000201|2305|9.7400|162.3400|.0000|.0000
1000220|2011|18.5900|309.8900|.0000|.0000
1000124|2208|108.9000|1815.0000|.0000|.0000
1000191|2211|135.7700|2262.5200|.0000|.0000
1000279|2502|.1000|1.7000|.0000|.0000
1000155|2409|494.3800|8239.5500|.0000|.0000
1000116|2512|.0000|22.7200|.0000|22.7200
1000166|2203|35.6100|593.6600|.0000|.0000
1000086|2406|87.5200|1458.7400|.0000|.0000
